,Alternative,Foreign Equity,Foreign Fixed Income,Global Equity,Multi-Class,US Equity,US Fixed Income,chosen_class
GLD,34.84678581046274,0.0,0.0,1.6703646647526762,0.0,0.1234151118973474,0.0,Alternative
GLVAX,0.0,0.0,0.0,4.580054019896258,5.404741201766147,38.291815163347046,0.0,US Equity
GNR,0.0,4.757063803740848,0.0,26.003016805149365,4.5462588580280014,11.487930985845281,0.0,Global Equity
GWL,5.53010151960465,12.544898881837575,0.0,9.56013615732753,0.0,8.189465635208153,0.0,Foreign Equity
GWX,6.552494354293855,18.154265887284208,0.0,10.507106598997819,4.1772419729911014,0.0,0.0,Foreign Equity
GXC,2.1378908280954407,17.558881795398456,0.0,2.8734557041131077,2.1067013161860335,0.0,0.0,Foreign Equity
GXG,0.5736556523154015,0.4939474926386369,0.0,0.636552436916513,0.49512375895912447,2.103089974561541,0.0,US Equity
HAO,0.0,11.559251369902213,0.0,2.0700007592783654,3.245096679231935,0.0,0.0,Foreign Equity
HEDJ,1.769424418857092,4.9396843064065585,0.0,3.485917185430892,3.1824389186820445,0.0,0.0,Foreign Equity
HYD,0.0903628958114851,0.0,0.0,0.0,0.08933656991883278,0.0,0.6752099439091204,US Fixed Income
HYG,2.441305054949882,0.0,0.0,0.0,1.1170588952406935,6.136176743108335,0.0,US Equity
IAU,29.383102902725824,0.0,0.0,1.646660088252149,0.0,0.1204535135118245,0.0,Alternative
IBB,2.640077127425268,0.0,0.0,0.0,0.0,13.940535785482904,0.0,US Equity
IDV,4.281640308453616,12.428884627189777,0.0,4.404918150347227,0.0,12.91544330832318,0.0,US Equity
IDX,0.0,5.081435248144196,0.0,0.9326813568709501,1.830942395233059,0.0,0.0,Foreign Equity
IEFA,28.166506089519594,25.355956781738445,0.0,14.23987282212747,4.904105089531271,0.0,0.0,Alternative
IEI,0.0,0.0,1.4769413926758703,0.0,0.0,0.0,14.982814294394306,US Fixed Income
IEMG,0.0,14.74204253300433,0.0,4.070583311087108,1.7601498515266893,0.0,0.0,Foreign Equity
IEO,0.0,0.0,0.0,6.363132333848189,0.0,46.63244870549899,0.0,US Equity
IFGL,2.9195659172382884,5.40902237360736,0.0,6.913355467096954,2.7961506653202095,5.289614013092544,0.0,Global Equity
IGN,7.76382976178923,0.0,0.0,2.288646924202639,2.1330342124000925,7.0308662532673285,0.0,Alternative
IJH,0.0,0.0,0.0,6.558592306212951,6.737942796282119,73.64616746625735,0.0,US Equity
IJJ,6.473808163605932,0.0,0.0,0.0,0.0,87.11011631818417,0.0,US Equity
IJK,6.161389511867799,0.0,0.0,5.632627007371704,0.0,53.36306538281073,0.0,US Equity
IJR,10.792519678737737,0.0,0.0,0.0,0.0,44.59831934292147,0.0,US Equity
IJS,10.253822577888775,0.0,0.0,0.0,0.0,44.15494802166529,0.0,US Equity
IJT,10.55998687129487,0.0,0.0,0.0,4.103502728106057,37.50397604221412,0.0,US Equity
INDY,0.0,12.381656688579366,0.0,1.1249209161476659,1.0855213677182574,0.0,0.0,Foreign Equity
INKM,0.0,1.7279977471769525,0.0,5.530642432259791,7.5355761146620015,0.0,0.0,Multi-Class
ITM,0.0,0.0,0.05283856640712452,0.0,0.07673511217155088,0.0,0.8235728828575181,US Fixed Income
ITOT,0.0,0.0,0.0,0.0,13.214757626531938,180.93755949250615,0.0,US Equity
IVE,0.0,0.0,0.0,0.0,0.0,179.96845629233937,0.0,US Equity
IVV,0.0,0.0,0.0,0.0,12.742390623373213,473.7727187840776,0.0,US Equity
IVW,0.0,0.0,0.0,9.45847739989439,7.0434883310542045,145.99262154104102,0.0,US Equity
IWB,0.0,0.0,0.0,11.66477441866929,11.447712814659821,477.64752860455167,0.0,US Equity
IWF,7.577767059968417,0.0,0.0,8.435289661113407,0.0,131.55688826245282,0.0,US Equity
IWM,9.507922852252245,0.0,0.0,0.0,0.0,47.229731802055284,0.0,US Equity
IWN,8.427862718293492,0.0,0.0,0.0,0.0,45.791775361221625,0.0,US Equity
IWO,12.205166671288818,0.0,0.0,0.0,0.0,35.24287945415557,0.0,US Equity
IWP,0.0,0.0,0.0,6.412288146818164,5.239961189969791,72.92443423235375,0.0,US Equity
IWR,0.0,0.0,0.0,8.64113317922584,7.17311432600649,134.0219943208454,0.0,US Equity
IWS,0.0,0.0,0.0,0.0,0.0,144.65724625027616,0.0,US Equity
IWV,0.0,0.0,0.0,0.0,11.475598488953597,503.4137585954012,0.0,US Equity
IYE,0.0,0.0,0.0,5.540255059386628,0.0,37.71444374683825,0.0,US Equity
IYF,0.0,0.0,0.0,0.0,0.0,87.03227991624509,0.0,US Equity
IYJ,0.0,0.0,0.0,6.2729426317061385,0.0,75.73212266279243,0.0,US Equity
IYR,117.04645855064032,0.0,0.0,0.0,0.0,13.214728624337516,0.0,Alternative
IYT,2.6855503095688604,0.0,0.0,0.0,0.0,21.86177130334086,0.0,US Equity
IYW,13.056297052385528,0.0,0.0,3.582671591613967,0.0,24.22115678489838,0.0,US Equity
JGBIX,0.0,0.0,0.9564784796644541,0.0,0.0,0.0,1.5887457193336016,US Fixed Income
JNK,2.1181177694411244,0.0,0.0,0.0,0.9949138473671253,4.426224426869859,0.9518717823086396,US Equity
KBE,0.0,0.0,0.0,0.0,0.0,29.804561235341197,0.0,US Equity
KBWB,0.0,0.0,0.0,0.0,0.0,23.618007673826746,0.0,US Equity
KIE,0.0,0.0,0.0,0.0,0.0,35.0390681084302,0.0,US Equity
KOL,0.0,2.434679127328876,0.0,4.871618596436066,0.0,14.365137804641117,0.0,US Equity
LQD,0.0,0.0,0.32577158829138175,0.0,0.0,0.0,5.240452705340212,US Fixed Income
MALOX,7.774041527360996,0.0,0.0,11.753541667185557,15.74277434414016,21.10600833236067,0.0,US Equity
MBB,0.0,0.0,0.7127837633407375,0.0,0.0,0.0,5.446856059772287,US Fixed Income
MCHI,0.0,8.687688717034499,0.0,1.103972101299064,2.1316473429700844,0.0,0.0,Foreign Equity
MDY,0.0,0.0,0.0,5.918557278836698,5.783646703470273,66.86055126503493,0.0,US Equity
MLPN,8.212225619491594,0.0,0.0,1.1766380841210813,0.6650624632875134,1.7918972865705516,0.0,Alternative
MUB,0.0,0.0,0.09696510446241001,0.0,0.1418622198575674,0.0,1.3843950337215942,US Fixed Income
NKY,1.5073527119671715,2.5657107599346016,0.0,2.268659667223394,3.088783624050171,0.0,0.0,Multi-Class
OEF,0.0,0.0,0.0,8.463189679958305,0.0,207.2168658930454,0.0,US Equity
OIBIX,0.559434830169447,0.7055440644016217,2.1952409623427127,0.38557323551408385,0.3744186922748971,0.0,0.0,Foreign Fixed Income
OIH,0.0,0.0,0.0,4.960112233900886,0.0,72.91770876109645,0.0,US Equity
OIL,9.737304460428406,0.0,0.0,0.730729326362905,0.0,3.1188327657311374,0.0,Alternative
PACEX,0.19271022237105478,0.0,1.2997052606943544,0.0,0.0,0.0,0.47384927592737347,Foreign Fixed Income
PALL,2.5431944203471315,0.4296310178395746,0.0,0.43384556275880815,0.0,0.49509301553229207,0.0,Alternative
PBJ,0.0,0.0,0.0,0.0,0.0,23.008691990267526,0.0,US Equity
PBS,3.154411610047235,0.0,0.0,2.892251549593413,3.163646872431342,22.367862211729058,0.0,US Equity
PBW,0.0,0.0,0.0,2.177950214907887,4.122339654867939,10.32609832251643,0.0,US Equity
PCY,0.47657468138393755,0.0,0.659866766863332,0.0,0.42917690116708307,0.0,0.5065085854511089,Foreign Fixed Income
PDP,0.0,0.0,0.0,4.747423201847695,11.571254011239983,33.188395097050496,0.0,US Equity
PEY,0.0,0.0,0.0,0.0,0.0,35.29895714267557,0.0,US Equity
PFF,5.617819376722005,0.7421302301749996,0.0,0.0,0.6574629960124381,0.6431675177830108,1.3411224626817337,Alternative
PFUIX,0.0,0.0,0.8744392851010452,0.0,0.0,0.0,1.0315262227891049,US Fixed Income
PGVFX,2.8600202512999693,2.8324347924515743,0.0,6.395306381457447,2.3621383603445243,9.458442774743574,0.0,US Equity
PGX,5.571887079581758,0.4977116361293431,0.0,0.0,0.5537053041365474,0.0,1.1091302058721078,Alternative
PHB,1.716504926641853,0.0,0.0,0.0,0.6464745255342026,2.5513395817198576,0.7398811716431705,US Equity
PHO,3.8729689262122053,0.0,0.0,4.443385656308336,4.348760079111314,28.568319429185646,0.0,US Equity
PIBAX,0.0,0.0,0.0,5.367736901263676,13.591822472951005,31.033446876210483,0.0,US Equity
PIE,0.0,4.705949459644714,0.0,2.3782488439017104,4.441067290453823,7.204865695535684,0.0,US Equity
PIN,1.3859348603514132,11.642984600856686,0.0,1.52512183349003,1.402185535148773,0.0,0.0,Foreign Equity
PIZ,3.699402467576785,3.9018301772539736,0.0,7.641462579340082,3.6210060643523367,11.67995646015237,0.0,US Equity
PKW,0.0,0.0,0.0,0.0,4.215763918415498,40.84920753030464,0.0,US Equity
PRF,0.0,0.0,0.0,0.0,0.0,218.74123087310238,0.0,US Equity
PSP,0.0,0.0,0.0,0.0,0.0,31.622950948395427,0.0,US Equity
PXH,3.35425605059684,10.046480350561378,0.0,7.514746003110842,3.2989699369643795,3.001575301314821,0.0,Foreign Equity
PZA,0.0,0.0,0.0,0.0,0.0697124452484122,0.0,1.104525512707353,US Fixed Income
QQQ,30.890325465634376,0.0,0.0,3.898867353645404,3.8259930161662874,27.82224013926143,0.0,Alternative
REM,3.9693795521310973,0.0,0.0,1.1490302102393821,0.0,5.297214914631251,0.0,US Equity
RJA,3.4279806970156734,0.0,0.0,0.0,0.0,1.2006479110496469,0.0,Alternative
RJI,15.685360595491852,0.0,0.0,0.8412982167550394,0.0,2.751103620671386,0.0,Alternative
RLY,0.0,1.7516697170379907,0.0,6.90955276690282,4.719682510048851,1.8335585879794318,0.0,Global Equity
RSMIX,0.28469493123390216,0.0,1.3898326997601522,0.26400614154439717,0.26887284124961564,0.0,0.3521413518320538,Foreign Fixed Income
RSP,0.0,0.0,0.0,0.0,10.904094679615126,231.3898890909078,0.0,US Equity
RWM,9.953260444155047,0.0,0.0,0.0,5.996308423811743,43.543185884318035,0.0,US Equity
RWO,14.01132766616561,0.0,0.0,0.0,0.0,16.546646715466863,0.0,US Equity
RWR,190.03434204178734,0.0,0.0,0.0,0.0,12.094231977132416,0.0,Alternative
RWX,3.069290907709104,5.842356837022159,0.0,6.516565742844536,0.0,9.103607597015841,0.0,US Equity
SCHA,18.367228695855566,0.0,0.0,0.0,8.05786880024957,61.642803164289,0.0,US Equity
SCHD,0.0,0.0,0.0,0.0,0.0,102.23507186555759,0.0,US Equity
SCHE,3.6306180188707478,23.28603886100435,0.0,5.237646784498168,8.372632294700264,0.0,0.0,Foreign Equity
SCHF,40.02369761701793,57.607552190291464,0.0,28.991518705939086,0.0,0.0,0.0,Foreign Equity
SCHG,11.960749568279256,0.0,0.0,0.0,13.642305647910801,152.43240467572198,0.0,US Equity
SCHM,0.0,0.0,0.0,0.0,12.360013322429625,117.88091343508262,0.0,US Equity
SCHV,0.0,0.0,0.0,0.0,0.0,214.90509438021584,0.0,US Equity
SDIV,5.067859681389548,10.213053409793332,0.0,11.91106980308474,10.496159631025805,4.911994261290929,0.0,Global Equity
SDOG,0.0,0.0,0.0,0.0,0.0,49.43753933222388,0.0,US Equity
SDY,0.0,0.0,0.0,0.0,0.0,76.59396009679699,0.0,US Equity
SGOL,57.93319627036998,0.0,0.0,1.6520437374754997,0.0,0.0,0.0,Alternative
SH,0.0,0.0,0.0,0.0,30.877332942645346,483.32972582618123,0.0,US Equity
SHM,0.0,0.0,0.0,0.0,0.026041080511412493,0.0,0.4421239281863134,US Fixed Income
SIL,3.4503620122944034,0.0,0.0,4.990075722471493,0.0,1.2956672607106294,0.0,Global Equity
SJNK,0.0,0.5510200091280489,0.0,1.156258371051575,2.313004895071819,0.0,0.8186008563090268,Multi-Class
SLV,367.8644262992232,0.0,0.0,1.58055512711478,0.0,0.26824621022407646,0.0,Alternative
SOXX,5.05657003275641,0.0,0.0,1.8125675496079303,0.0,20.390231039695756,0.0,US Equity
SPHB,0.0,0.0,0.0,0.0,6.951433622063415,51.517505992257696,0.0,US Equity
SPY,0.0,0.0,0.0,11.791822308551556,10.160201305952759,534.1279708561207,0.0,US Equity
SVXY,3.083607570295172,0.0,0.0,1.6523788623428814,0.0,11.328083658266767,0.0,US Equity
TAN,0.0,1.0380381754277808,0.0,2.085075117529441,2.31576110550909,3.39193554081349,0.0,US Equity
TBF,0.0,0.0,1.1232200202739353,0.0,0.0,0.0,14.438183995867549,US Fixed Income
TFI,0.0,0.0,0.046107277564423586,0.0,0.08116698074966704,0.0,1.124670536683002,US Fixed Income
THD,1.0667526828052643,3.227911297937961,0.0,1.1524956525407808,2.1584430987776626,1.0371420743558344,0.0,Foreign Equity
THOIX,0.0,0.0,0.0,9.197824476920081,8.986894150643243,18.393928395757197,0.0,US Equity
TIP,0.0,0.0,0.9703649676820801,0.0,0.0,0.0,8.557192451885275,US Fixed Income
TLT,0.0,0.0,0.8763034037618399,0.0,0.0,0.0,11.971770958768738,US Fixed Income
TMAFX,0.0,0.0,0.0,14.161703737776417,20.014397391078415,137.42811348422742,0.0,US Equity
TUR,0.0,2.8310735077747298,0.0,3.103397424009542,2.8751133302022307,2.8290707265921347,0.0,Global Equity
TZD,0.41747318959259616,0.0,0.0,0.0,0.4473171204625821,0.6204255466822091,0.18563980221835638,US Equity
TZE,0.3767520062026811,0.0,0.0,0.3479978223420482,0.9400114450294403,1.783944825611432,0.0,US Equity
TZO,0.523497134689605,0.0,0.0,0.6336029017730918,1.1560290073388388,2.2012800794589227,0.0,US Equity
TZV,0.7654768048693995,0.0,0.0,0.6699280334665231,0.7323676735740204,4.496558265867341,0.0,US Equity
UNG,0.5035591044701265,0.0,0.0,0.052572939347042866,0.0,0.3104021279569093,0.0,Alternative
USMV,0.0,0.0,0.0,0.0,0.0,24.690593544648028,0.0,US Equity
USO,9.516496423814385,0.0,0.0,0.7341069031770128,0.0,3.068929437093288,0.0,Alternative
UUP,1.1264324266450003,1.1612975947306188,1.1541689975442075,0.4614813813628245,0.0,0.0,0.0,Foreign Equity
VB,9.687686505651502,0.0,0.0,0.0,6.751386255500754,59.462741590447955,0.0,US Equity
VBK,8.671832679418264,0.0,0.0,0.0,6.131979779741453,46.0906464953788,0.0,US Equity
VBR,8.804842152309016,0.0,0.0,0.0,0.0,67.55054867968637,0.0,US Equity
VEA,19.322852280116972,60.67478263338024,0.0,26.50029833309194,0.0,0.0,0.0,Foreign Equity
VEU,14.85875604761967,35.43039776440788,0.0,29.362421617516254,7.216636550882378,0.0,0.0,Foreign Equity
VGK,14.993228420149105,94.32075912229665,0.0,21.573577672307533,0.0,0.0,0.0,Foreign Equity
VGT,13.938365130698363,0.0,0.0,4.109869836013313,3.5776889274960597,25.997484679028094,0.0,US Equity
VHT,0.0,0.0,0.0,0.0,0.0,32.52046643897605,0.0,US Equity
VIIX,2.1266985116886827,0.0,0.0,1.672444291680284,0.0,10.929093697342559,0.0,US Equity
VIXY,2.157165588316655,0.0,0.0,1.9095684970935984,0.0,12.453400960647132,0.0,US Equity
VNM,0.35750683154363944,0.712720052083658,0.0,0.7371019374444523,0.7431679617065274,0.35225827258823694,0.0,Multi-Class
VNQI,4.759236176000916,15.84412843338929,0.0,8.138597254479581,3.614057830523447,0.0,0.0,Foreign Equity
VO,0.0,0.0,0.0,8.882324912994966,10.78698897032283,121.71751531355503,0.0,US Equity
VPL,6.65302775096114,7.473749171957025,0.0,12.242060588591103,6.3997400935305535,0.0,0.0,Global Equity
VPU,0.0,0.0,0.0,3.772240264472301,0.0,11.97738204817805,0.0,US Equity
VT,7.540311816745295,0.0,0.0,21.29618028057626,7.9488846570473335,48.872330090736476,0.0,US Equity
VTI,0.0,0.0,0.0,0.0,12.437783546711621,605.9280773043796,0.0,US Equity
VTV,0.0,0.0,0.0,0.0,0.0,203.83014595480788,0.0,US Equity
VUG,0.0,0.0,0.0,8.983991386159742,18.80729264777407,122.72803028134415,0.0,US Equity
VWO,4.326152265722705,9.861449551884224,0.0,9.130537055135651,7.299821018252399,3.32817648384491,0.0,Foreign Equity
VXF,8.63372609968973,0.0,0.0,0.0,6.317673559028264,69.88402569966736,0.0,US Equity
VXUS,25.360732678309553,40.671860154628206,0.0,38.63298927688718,0.0,0.0,0.0,Foreign Equity
VXX,2.0468891761604096,0.0,0.0,1.6564681989157857,3.557287818654471,8.714007963141063,0.0,US Equity
VXZ,2.932472917153966,0.0,0.0,1.4947173833520442,3.0497087619015337,7.240201969067303,0.0,US Equity
WASAX,1.849451915638114,1.8952656531874037,0.0,2.3186740833906754,3.2092871711127176,10.079104007934797,0.0,US Equity
XIV,2.1021243407443717,0.0,0.0,1.867778842243379,1.8241170226098915,10.371608266819518,0.0,US Equity
XLB,0.0,0.0,0.0,3.9985833698277555,3.083145415442637,29.278003173882393,0.0,US Equity
XLE,0.0,0.0,0.0,6.69491017384739,0.0,39.99356128195708,0.0,US Equity
XLF,0.0,0.0,0.0,0.0,0.0,54.672620198983196,0.0,US Equity
XLI,0.0,0.0,0.0,4.544027233102043,3.8837678201624137,47.680449107870466,0.0,US Equity
XLK,8.226154811512972,0.0,0.0,3.8756832621229718,0.0,29.415204700786866,0.0,US Equity
XLP,0.0,0.0,0.0,0.0,0.0,27.91852580425344,0.0,US Equity
XLU,0.0,0.0,0.0,3.0649331779741935,0.0,9.636375100079288,0.0,US Equity
XLV,0.0,0.0,0.0,0.0,0.0,24.186925303193128,0.0,US Equity
XLY,3.1162050356569315,0.0,0.0,0.0,0.0,39.72626044887845,0.0,US Equity
XME,0.0,2.1772250051570228,0.0,5.067084888538282,0.0,19.257937513945773,0.0,US Equity
XOP,0.0,0.0,0.0,5.142950077686875,0.0,40.15353910980859,0.0,US Equity
XRT,4.7699065010860675,0.0,0.0,0.0,0.0,15.252254718256594,0.0,US Equity
YMLP,2.2183092009885685,0.0,0.0,0.0,0.6648943737912705,2.1435942554986074,0.0,Alternative
