,ACWI,AGG,AMLP,BAB,BIV,BKLN,BOND,BRF,BSV,CEW,CHIQ,DBB,DBC,DGZ,DJP,ECH,EFZ,EMB,EMLC,EMLP,EPP,EWA,EWG,EWH,EWL,EWM,EWN,EWQ,EWT,EWX,FCG,FEZ,FM,FXA,FXO,GBATX,GDX,GOVT,GREK,GSG,GTAA,GUNR,HDGE,HDV,HYEM,HYS,ICF,IEF,IEV,IEZ,IGE,IGF,IJNK,ILF,INDA,ITB,IWD,IXC,IYM,IYZ,KRE,LGMAX,MDIV,MINT,MLPI,MOO,MPBLX,MWEFX,PBP,PCEF,PGF,PID,PIFAX,PJP,PPH,PSQ,PWV,RSX,SBB,SCHB,SCHH,SCHX,SCIF,SCZ,SFAAX,SHV,SHY,SIVR,SMH,SPLV,STPZ,TDTT,TOLIX,VDC,VFH,VIG,VNQ,VOE,VOO,VTIP,VV,VYM,WIP,XBI,XES,XHB,ZIV,ac_asint
EIDO,0.41433327584909097,0.018873407704999345,0.16552412394863258,0.03552594004948939,0.032242339545275556,0.11498452323079422,0.002504062129744522,0.34993434857376793,0.010787293628471306,0.3611190257687735,0.40643815320750476,0.1592750796823741,0.15826817099271395,0.01664163409145092,0.13886799031045993,0.4072607129597672,0.3615066087920171,0.17985202737073436,0.3355567233075648,0.2275363390462123,0.42875115343387316,0.3858195255116237,0.30984906873710094,0.38038832672750456,0.2688623787606641,0.49218657423856815,0.2934339033996638,0.305921967712504,0.38854696995711124,0.5174139942642731,0.26207396607507705,0.2957249050041463,0.16226153907003338,0.2798618574490105,0.3452456520267657,0.3557301705597078,0.09185604053230645,0.005888003554585519,0.06546199303932976,0.14768019659395282,0.26741960669764175,0.35007552781429363,0.33302373317158607,0.3264241998510924,0.05772492577942123,0.14923147697693817,0.31443078167754135,0.0804395670790331,0.3296630051028493,0.2930691964496964,0.3389619616899887,0.3605627874216899,0.05953116873187447,0.4437316807196183,0.3178376528373874,0.2428574612352845,0.37658166831637874,0.34193907136405766,0.34401114526320564,0.2852357683804847,0.24516425364034067,0.4079432923293256,0.2636042927634321,-0.0003616365341139183,0.1770250507144121,0.37091209473145037,0.41712188378349535,0.37306586214490656,0.28589866116316953,0.33014859218957404,0.1922461850637861,0.3878350812921091,0.018510624165534506,0.24046367125524815,0.25317602173597076,0.3156244367286768,0.35512499533142716,0.36218346680862745,0.3226599185614415,0.37375340930484624,0.3390610524853357,0.3772653769470875,0.2725305827568385,0.3535817522033371,0.3420003411715339,-5.4755683884799566e-05,0.0204781646660831,0.05501348631283909,0.2586834209430191,0.3434048777876687,0.0027395996539150147,0.0022179950580327734,0.36934810636059356,0.2844937611234388,0.34168648169521243,0.3620754612472281,0.3137283707687426,0.3699493095314548,0.3935450589481774,0.013984058428957225,0.37648612803510684,0.36797751488857866,0.1420717327575538,0.1594398192700338,0.29125849522662717,0.2737074016755294,0.21379848161802584,1
ELD,0.4273598881914529,-0.0008385706769169499,0.11352851898062599,0.020057110873117567,-0.00020310011934632222,0.11644247450630951,0.07251225549428342,0.4656994420278341,0.002328064505667582,0.6441265973298866,0.33472367516348334,0.23631354359531664,0.22806209403979294,0.08555676697316439,0.21406326688974742,0.4258265087954616,0.4252302446367652,0.34237104065919066,0.7105083307921052,0.23457596373052536,0.45879122836657593,0.4343179293468282,0.38867805051262994,0.3517926622680164,0.36783297406363447,0.4469468980433433,0.3808160979298746,0.39774818686384905,0.3468371558886567,0.486363234017955,0.2518731858543757,0.38422463381399374,0.10376047894983298,0.45131086459357317,0.278684148909083,0.37154666072082465,0.14004475865880361,0.004301264152525075,0.13006091350217597,0.2029402251725856,0.3321768281145382,0.4082656866105192,0.30025512407663524,0.2937271658209273,0.1189133084841254,0.1927888451539438,0.29242496068958757,0.023003241977398448,0.4168388234285625,0.2912383249448318,0.3649495404260582,0.416708427127887,0.2406484251265133,0.5032081674705242,0.2804402688670049,0.22349678066823864,0.3371787713518284,0.3791522980693385,0.3597423906850221,0.2547079379858508,0.16686774782787173,0.4308210821693398,0.31524541829490416,0.012995711434218515,0.12400556284857311,0.36964672547515864,0.40887349809555995,0.4051231124679979,0.2323232260235325,0.30580426013445405,0.15255824671937301,0.43716961519690256,-0.0009671427219133388,0.18928446421972767,0.2589998285906887,0.24465750409755083,0.3036235560469741,0.4093903460704392,0.2659433459696162,0.3260301496087943,0.29911703775116805,0.3324744123489701,0.2787363720237268,0.3934094184398852,0.3277238290934966,0.0008748498391850656,-0.0009850967408713274,0.12752312915774833,0.22076336129062823,0.3102018904990822,0.0422679183962027,0.030565538023893613,0.37911214439976426,0.2806768345004642,0.2776795867351983,0.33432859752549726,0.29207659844286316,0.31450313718507505,0.33359957540413043,0.12295636055257153,0.3313592419661825,0.3431794454454907,0.4582444386263572,0.10529984862572561,0.2807009437482043,0.23989824241960056,0.23631866079272323,2
EMCB,0.08767989112256669,0.05880900769663078,0.05892317367146571,0.012587134137813871,0.0637196449257531,0.04569901061048309,0.0577262540116138,0.05087887237666122,0.05577443211403521,0.08848025425541839,0.07292434899044942,0.01378387449485452,0.018204618105322923,0.0022506212676082216,0.011934531061979392,0.11066660163914921,0.08045159541313918,0.29679453713469495,0.1623355699295238,0.07436919797541963,0.09432517999806977,0.08909135953385106,0.06426236889100456,0.07476350184450475,0.06939797428229355,0.06344342614851017,0.04977630844232017,0.055523169818260776,0.04306951457830521,0.09430250980472454,0.024536019399584386,0.0507945131584705,0.0424371509437359,0.039460075212785606,0.05928591520198667,0.07366188491394121,0.005753924418938183,0.01835225010687125,0.01748143312950734,0.011782613607233872,0.11335067442302127,0.0699945066979889,0.055664821309160395,0.05042499714806692,0.14788183466889038,0.19550047470262877,0.09546744895113868,0.01797142175270372,0.06622120671786802,0.0325717926958784,0.04411370060204556,0.0833164956678124,-0.006119205311010623,0.07229040803089237,0.05031507502337462,0.05831980378603174,0.06315646916080186,0.05393311455415151,0.045892148955742895,0.05558677168450332,0.014773669523637456,0.10720709333621059,0.13316853786212612,0.017875304878387843,0.07099049114582368,0.06355944274909897,0.10778563063975943,0.08139753246499126,0.06674286943085672,0.16433561850484846,0.1516101243202178,0.08937085295650782,0.07086408490063889,0.04454346828015554,0.06350138267749217,0.04681390682642139,0.052843506195112466,0.04738173440888749,0.04126543252477288,0.06377981769813501,0.10022108222061576,0.06539134535421276,0.041526300213944434,0.0899935038893297,0.08288826328582921,-0.0011500937480133366,0.02272634720159994,0.0057513228304838515,0.02473724196396998,0.06403611630124872,0.068125232033031,0.019133859270261344,0.10184709612151743,0.05062315631957126,0.0647961332793211,0.06227344532330059,0.10563602300855524,0.07038900867435771,0.06597968142361899,0.06836322795621774,0.06566126201012967,0.062492264430641264,0.09359220620237074,0.025633361302535573,0.028115310681971928,0.058434977151888945,0.06176964226145487,2
EPHE,0.3830307307481461,0.0028967394281513847,0.14738371244933846,0.010011431144318017,0.012674860379311537,0.09080407859685014,0.008889308838140098,0.3123576039610009,0.0002413403019776439,0.26534915242591384,0.3572940412297445,0.12242907873031317,0.1180334967640303,0.017649691216102048,0.10259536245542544,0.33777351202987205,0.34479054774871865,0.15206698961060827,0.24118280955759586,0.23538832377248176,0.3751813624019825,0.32407948499354333,0.28199115720167023,0.3560096532182302,0.26947199141034883,0.4347073307938376,0.2739133579962737,0.28233935806135524,0.3428658627309561,0.4790331529047759,0.19935386428357982,0.2782677739865822,0.1602796785573275,0.20598417070378994,0.306507358746697,0.3275480651057675,0.07562005028666707,0.0018384892384322171,0.079867599475543,0.10026783782694915,0.3077497535754071,0.333003701409156,0.2620520433757415,0.3169471696390246,0.06254433436066631,0.14976199586505456,0.2796253336518699,0.04573906480520418,0.30947675763077087,0.25135914714151186,0.2779117717463051,0.3468170729978485,0.048421149595078705,0.3962704994859324,0.25594252180203025,0.20429322739618605,0.3396875457384314,0.29293150679133606,0.28621676676168695,0.270155060405218,0.21741054268462945,0.3701775611522501,0.2786602208097618,0.0020410868660621917,0.14232911682905947,0.32585076059327267,0.3781825086069842,0.3332556043793884,0.2616478901949486,0.289035921557909,0.1297469215589786,0.3646037919386276,0.002317472291686884,0.23703147682404146,0.2645772752020259,0.28630670406398095,0.328970651179178,0.2978311641612732,0.27908339577858177,0.3381068751915397,0.2924005494845622,0.3420027278572695,0.2662777555180311,0.3484967884491659,0.33782086428684943,-0.00045815969173368387,0.003943954393100468,0.050224240019175026,0.23160442618480592,0.3159357960308513,0.005936255782834632,0.019295801464728313,0.3404722577094258,0.29157105599119015,0.3017910517353459,0.3248147720233683,0.28109264615852414,0.329223151591276,0.34421154593849057,0.03007631284737944,0.345458975559072,0.34693535424466704,0.13239089532470238,0.15031792151107415,0.24970163728196304,0.23743276560820858,0.19924642838809747,1
EPI,0.6006770866891482,0.01465861509986821,0.15973955012236973,0.04691800176634098,0.04015675175318689,0.14220999855664207,-0.0013281521673804697,0.4708221636890253,0.027793624426245334,0.44188715997074424,0.46042578954382607,0.18983340262796755,0.2179201898859371,0.00921055108359603,0.19468595325610427,0.35792604907845693,0.5713276453323529,0.044405617883570114,0.3029484757783081,0.19838355015066278,0.592054936829958,0.5233846593358903,0.5145142246893292,0.5878193893348103,0.46633391544832703,0.49935376541918886,0.5256285629610187,0.5187045488614861,0.5302003050714583,0.5674722862211483,0.36667051760313196,0.5147774935781038,0.1222937561430425,0.3315804109890995,0.3484340670516439,0.5153901430600865,0.12197103569130652,0.018286591892008874,0.08740421366929363,0.2029402109824816,0.350170911021341,0.41457599382241184,0.37655609997359785,0.3403001538085033,0.049630232635245575,0.1787308088638755,0.3973679035252523,0.14024474505840834,0.5580080138894787,0.4156729657450766,0.45358575785855315,0.4864810041647232,-0.0026066901978074597,0.5803405128191419,0.831569152725778,0.32388249797354285,0.5610043256967921,0.4910699233304294,0.4999085584064026,0.45283563309808716,0.3654664689594179,0.5782505650077354,0.24178573421778105,-0.00016491137853158477,0.19027715676855494,0.4651668690707387,0.5876655229463019,0.5727299314591565,0.2992120075715323,0.3565795928984672,0.19767456938579853,0.5563572876368075,0.03377331431009212,0.3501125083636857,0.3487829064038678,0.49952127748387354,0.525468002018981,0.5359267898716971,0.44782219800724854,0.4719917837885197,0.3272466620334582,0.47086394745515003,0.8047092104607403,0.5339239520481025,0.5571850148565567,0.04245249466285084,0.13088986479419396,0.11133602248723096,0.3945214971170484,0.3627990351586071,0.00030566363531647767,0.0032402688746238084,0.5210161505154274,0.45394364850680713,0.4562501259292703,0.5535452150846365,0.4032504084872647,0.5470187541055231,0.43558898269947466,0.001757071218928874,0.5697779689776968,0.5354116179551476,0.08554620938822255,0.2543299248962668,0.4161107966362778,0.3572798072678972,0.23794405986543687,1
EPOL,0.7031136816011183,0.05266234928617575,0.13787568430621877,0.07112560484975228,0.07863547280298933,0.17044903789280708,-0.001622776543252824,0.4896685640206281,0.02416744009744143,0.5300992691641633,0.45894339722837285,0.3117445340052657,0.27704947029045457,0.02985195947454511,0.24842647512198313,0.39049839994936375,0.7075103640185838,0.1161134273099631,0.3842768710387853,0.2094128198922518,0.6104511111037254,0.5695053105021413,0.704336610193101,0.4589042863677434,0.5926327890020133,0.4807603300033857,0.6841053494973708,0.7016311941615362,0.4848153830032411,0.61747323267212,0.42783638705419946,0.7081711738524937,0.16775773917134285,0.45915550244868686,0.546361334198279,0.6096087276148073,0.12293473231861474,0.0183985630809399,0.20827138913374355,0.25535441290816996,0.3950212580677499,0.5316675276433485,0.48103987650719393,0.47877018910087,0.03801168460252213,0.20066943108303548,0.428973964558949,0.15157419243742687,0.7263514896174712,0.4466946850232816,0.533789221889736,0.6776501058440755,0.11137314362927153,0.592079259598079,0.2774744142312159,0.3413694081645907,0.6049219413954323,0.5937802926854624,0.5614232351918642,0.41762756118328803,0.4141014385181486,0.6348250731148783,0.22804334115504576,0.004595450494725317,0.14857157178684832,0.5687716492307586,0.6341622357784333,0.6926215627280031,0.42147946192439556,0.3796263585264571,0.19782584973484696,0.6695916488370742,0.0462621855543951,0.3768437713794217,0.45018327802941605,0.500995536546593,0.5691985010084265,0.5810900547120708,0.5003489043001709,0.6016019173530072,0.4212814116092246,0.6052922557887086,0.31909164590367534,0.6650765039916688,0.565540271087721,-0.0007817098975386738,0.03436201117784676,0.10074858355323113,0.422651604654966,0.4875548022697166,-0.0005345244926004966,0.009457219006325901,0.5797464058274089,0.4565720076081903,0.5380008631005304,0.5985372379710832,0.43093076878524206,0.5613975380710892,0.5908961952516395,0.01796682853676901,0.6054430469966428,0.5910651993493512,0.35758374314880015,0.23581354227166684,0.4444463193541801,0.4060258798747277,0.35918696770918923,1
EPU,0.42268662206259344,0.025154698942191356,0.14920805402975557,0.02685757290911528,0.030844898562879974,0.1237689099418331,0.0018781825335468794,0.37041643574704275,0.009263255621888233,0.3031094083279111,0.32156215184330916,0.28885543462246854,0.27854669962410183,0.10709562851752263,0.2705085679010374,0.3241343839299955,0.3898849911464055,0.10990408920339623,0.19359567959251578,0.16317680996564232,0.42016457320892175,0.39421541041235564,0.3436303570114464,0.34239893320209647,0.31512266525924937,0.3179878777788747,0.3308558435394817,0.3341479854658569,0.2758959833211675,0.3949578960645521,0.32003503062321503,0.32195002333562217,0.07488400511589555,0.3304003365988022,0.3279819154446658,0.347034862516574,0.2671114283903695,0.005578778636446846,0.06866656719761666,0.22895756946917778,0.25086339659281265,0.49699621208288924,0.25958318929704716,0.22122945172874953,0.06915339097197892,0.20428142454520748,0.2685335853978622,0.07252734329846411,0.3712678920101713,0.3571103515382593,0.43925414794981144,0.3857039095780769,-0.0005560604050731666,0.442124496990167,0.18538466384789642,0.22755815557845926,0.3748645069189541,0.4087627486609362,0.44033902016982696,0.2613212050678415,0.19933482160150495,0.4097073569220957,0.21785935519748112,0.004183452301537938,0.1722393204449999,0.40016122152669686,0.4098235405423105,0.367296666432681,0.27958994754384814,0.29493433580250983,0.1564176168515421,0.42629532588398666,0.019084999158834104,0.194360734934097,0.20971053427113995,0.3011362194934296,0.32104964396198765,0.38399340534129944,0.3048490243262927,0.3506026438594486,0.22525768639679455,0.34996087092730455,0.15465958388258816,0.39471693957493137,0.34723614040453865,-0.0007656270896390094,0.024941627177841097,0.17557048870401482,0.23109555323484365,0.2527082913569757,0.004995350598899995,0.016287076716914428,0.3693032972989403,0.24065307794109314,0.3159000523523755,0.3457063709513266,0.27563276985485596,0.3732511451980097,0.2977864793073274,0.038423165778538326,0.3705333533778129,0.34703436971011403,0.19128348938861106,0.14859907334633538,0.35818687428804163,0.2738656520999787,0.13266835193446735,1
ERUS,0.6338435480475304,0.06158131208575024,0.21223144230825552,0.05653267245836391,0.07461769280173602,0.22117150741918024,0.01191889094773313,0.4625181095602081,0.020921048730650593,0.4256736904948901,0.4685175086304213,0.3011767828870323,0.2895200368458377,0.015327234027341374,0.24743469246236882,0.40734592636421296,0.5911984422585634,0.14341171169978595,0.32142086688456306,0.2230641132787058,0.5848110207998618,0.5322189394568001,0.5577608572344531,0.48185183330887216,0.46539207763978285,0.4443898529057563,0.5149340504030055,0.524698905743078,0.46891990556530105,0.5910364866138149,0.42756372088197137,0.5161946699708517,0.1247540104056899,0.36186260846520724,0.5075886557359208,0.5144795567336469,0.08702797766218684,0.05161105118170939,0.12853929161726296,0.2739945419952796,0.3988825523778624,0.5014018962667738,0.43623405005144045,0.448037621188212,0.0542728007181037,0.2149504871467951,0.3996802770011211,0.15641869920163165,0.571199842735127,0.48887815556429326,0.5433807066224969,0.5726507749193046,0.05092832762800936,0.5747504107405617,0.2657999245342897,0.30014725681143983,0.5660508099769388,0.5878602760407169,0.5381297053594072,0.3800840553329413,0.3819196308018037,0.5917098691991576,0.22951121766283022,0.0030595496071901263,0.2098730643558856,0.5602501210565878,0.5948017280380842,0.5752276110915591,0.43158419959728267,0.4002739516773597,0.23344247742817548,0.6203519704216689,0.03803067588003983,0.3434987604318547,0.4120324799054419,0.445127863787811,0.5195421621864402,0.964210633260551,0.46193406760223577,0.5642393280200543,0.3950282068196419,0.5640733718571744,0.3220539409190495,0.5686040554972442,0.5086040038024287,-0.0007596848608177886,0.03025428654490503,0.0787076322442738,0.3714476422238222,0.4743394948636175,0.0016543775206938616,0.005202316593493461,0.5167209180299002,0.4029674405612913,0.49526196958900437,0.5544942336201045,0.3970077054590505,0.5401803608116877,0.5625113889627082,0.0014644878414906692,0.5640678324717965,0.544144340199584,0.2176636538439649,0.23236768045972522,0.48517812440182484,0.36689632074002887,0.33112640056751774,1
EUM,0.8362682884150897,0.009081175597729585,0.2626315022623744,0.07065025543530978,0.04896085546829121,0.24464831400295284,-0.001603409187512339,0.7287005241969908,0.05842173192457878,0.6084677473528048,0.7222563949469103,0.2364571943141297,0.28127489929253957,0.010830512056563157,0.24833272839017362,0.4579164398092006,0.816866292317933,0.04455753324818823,0.44687145600321954,0.35099474041264744,0.8130621006850599,0.740147018845293,0.7140388304994982,0.7858399770449334,0.6268769299254464,0.5989428882927236,0.6857055141893151,0.6965584922978293,0.7334992453595519,0.7146891785997411,0.5668834964665145,0.6973607033646874,0.2221821104557089,0.5021810058423295,0.3988155253150849,0.6961550200370497,0.1845833750696687,0.022054358833643373,0.1546397444129458,0.2670895118792105,0.5101027784192802,0.680441766528362,0.6095501385486959,0.5704439563485333,0.08044157640565675,0.26997743070887237,0.5145839365632212,0.16328143468463863,0.7577988906414304,0.6315817371556083,0.7027908142490664,0.677080560258309,0.15663011119811465,0.8580688056105691,0.47537054180077265,0.38179032442923244,0.7580476925313464,0.7452480455160453,0.724971348386009,0.638874709520175,0.4454744695281013,0.7630207818332116,0.40034686559411525,0.0007365158398318083,0.2861583351028718,0.667718473873425,0.7904682839785768,0.7837282561392908,0.41851157433500774,0.5502629126012861,0.2540654108793413,0.7300415264325673,0.040701730058117946,0.4573098900833499,0.49455052988780823,0.6977548204365324,0.7345699864870925,0.7233515590815262,0.5815413716611569,0.7458392217326333,0.5356351276830931,0.7494005778366504,0.4783974658797657,0.6782528119875975,0.7759793832472534,0.08548107318673437,0.15941037414657966,0.143181743577097,0.5573616689434561,0.5901342687506521,0.0001666418340796616,0.013886709447493817,0.7344735839313812,0.614748179312566,0.5530124165135863,0.7485409329993749,0.5146131064556125,0.7262014651861088,0.7304895636363795,0.02377302578037277,0.791706345284603,0.6991443880879276,0.1227608682267205,0.34370816862245235,0.6233542617829215,0.41526491476189886,0.39090387490789136,0
EWC,0.7661180552160731,0.0007036353357189329,0.30866522693269394,0.07118781705192911,0.03376977927987912,0.2659247944787012,0.0002845977375509623,0.5773261817544142,0.05442265772446475,0.5064320406075791,0.5507755993896164,0.3018672934217065,0.422942032577067,0.06799439694324227,0.4096981162084872,0.4050769417000253,0.7042320494838112,0.06929565334092758,0.367707164571457,0.374252615164128,0.5805396293050394,0.4604042262858764,0.4576856470701469,0.3526375059718736,0.3689459429426134,0.2392546656587684,0.4304739999671927,0.47600604777728683,0.2638070512075871,0.6333526212872523,0.7240373160944236,0.5575800360346076,0.14577630024009058,0.5251607347805436,0.44906955763403156,0.6211525393171324,0.3633267244150329,0.030138536122460535,0.13521442253113325,0.3936672080914615,0.5033358485211487,0.7838791306819469,0.6020506233480192,0.511445483465054,0.05588090635050946,0.303765732907724,0.30232999697891116,0.09725413390581772,0.5430461429596768,0.7210578741673811,0.7011034267173917,0.6853532164897207,0.056661933662349395,0.5619673124221702,0.27629510126596546,0.3354059542960741,0.520943980684572,0.6600341322899134,0.5603922856315167,0.35085987409057207,0.36786656580264354,0.699887094307089,0.40994493576186863,0.0007182305880339968,0.3273252271901794,0.7132228958048389,0.578479237015067,0.5446882343699904,0.38191763741510665,0.5533198263594215,0.2686806318106625,0.7273677007374753,0.014183218256086927,0.3866829337473312,0.14618691269217254,0.5702497804709773,0.5871057380936444,0.6370679697703883,0.5511629500175226,0.7393740950428649,0.4989545484799073,0.7390856166638766,0.32594517645177656,0.6159087391982265,0.48777598754021134,0.046903213938328525,0.060180441916263705,0.23736859614492556,0.23268916033695575,0.5272294093675223,0.0026006737156054616,0.017996484647107014,0.684995217166471,0.39511406940759286,0.45499017783665896,0.6122916260142143,0.36913023987115234,0.6718984249398348,0.7110789146498605,0.036940167602110496,0.6476871431141087,0.590025444690242,0.2022071305413078,0.32637080174391686,0.7214187327328927,0.3579203819755471,0.35592391002379853,1
EWD,0.8161293464614776,0.011209946134833726,0.2231802009165874,0.08906406156270752,0.05527165052958627,0.23983043239799184,0.003973110649992506,0.5377823148474222,0.03541333608859232,0.5001151094804495,0.502350923658111,0.22007486965116208,0.23446363163658412,0.010746572234895724,0.23712697438436503,0.4052429515451669,0.8261301810020463,0.04549586677345174,0.36131769408139525,0.28477059350580414,0.5673703430270765,0.4299413513164483,0.6181102161260754,0.38167535269634145,0.49502270300876017,0.21129199390085163,0.6051670732917338,0.6332334145552836,0.2815008911986018,0.6140273344447225,0.5207744987229385,0.7324443818170465,0.1796802085462995,0.46461320175482645,0.46269050461043004,0.7139822081743196,0.16120930758114738,0.04567018260915401,0.16171302816406685,0.22858134942031116,0.46944230875067394,0.6263566756930561,0.5489732869495949,0.5659630707859109,0.07266643179203824,0.28380495910021597,0.3473655222009442,0.1165821374179341,0.6820201698119204,0.5508790795884142,0.46761201599056945,0.6861447621539046,0.12401711717996511,0.4913242602946105,0.27489363677946144,0.36102176170470035,0.5371391607856659,0.501324448092622,0.4671665925608166,0.3753315357702408,0.4376695151862887,0.7105922461523988,0.305786716809927,0.0005632179662236059,0.2442554555922528,0.5823839624362466,0.6057362172404475,0.647860742803531,0.41207842523054794,0.48935515489145165,0.25457915238608586,0.726264336864211,0.02212238095764163,0.4343886489823048,0.20348981733084404,0.6049142340576621,0.6419839629995714,0.614521880417578,0.5870007085556548,0.7091996573395742,0.49491126589874557,0.7164654086226148,0.3072488445582986,0.738016879022863,0.507984990101511,0.04493903325049953,0.0741218988961223,0.1062190060446978,0.30440847503479773,0.5675456025708312,-0.0007519065910195355,0.0037079780120222727,0.7057243390543422,0.49298124345622507,0.5311065346044221,0.6853642250529189,0.45538497779811493,0.6922303437414541,0.7027416131586297,0.01882660791608526,0.6879415235817437,0.6737424839768504,0.19644495908862047,0.33827452253592827,0.5460990693191163,0.3932874535556862,0.3933658500112237,1
EWI,0.7678824984596446,0.004558960056374128,0.1660210675566497,0.106413162147182,0.039057980699451544,0.18174372046011866,0.020586022935693782,0.4625619155754398,0.028593115422844484,0.4693460447481673,0.4441933172914917,0.22757872598784357,0.2368760847494974,0.013305781901818303,0.2427220683150081,0.38009910021950555,0.8021386484827616,0.06342783745600344,0.32741886527346586,0.2144650674323736,0.5577392938028343,0.4482790543338566,0.6806001506844508,0.3284807460532383,0.5019718814339198,0.22468469439831684,0.6829321248017012,0.7626870538709541,0.24691935128211517,0.5704252536663712,0.49882388430118396,0.84177776036947,0.1570437250178468,0.45042696566864804,0.4268761050645915,0.7248367970314151,0.14266379417370445,0.07498855736260435,0.2180067723771154,0.22581444900546843,0.44635771432682836,0.5407481886578722,0.5342981749035509,0.5213638922590011,0.03930137595849181,0.20790582643672306,0.32152865445125733,0.11662927856220284,0.7465595492617649,0.510920466337643,0.4764702494688664,0.7094390497860603,0.16991294420139202,0.4706956381827395,0.23372848300617233,0.3244853115990275,0.5428264726724339,0.5390304099698568,0.44702395286444585,0.34683819472698063,0.3975730864121595,0.6561908547555024,0.24352466485822866,-0.0008291741518497986,0.18578190959738294,0.5127710301096797,0.5914795008255513,0.6777527625518864,0.39522789783194,0.394222705508113,0.2246023850003238,0.6773859561906117,0.01590861285643763,0.4337686987416727,0.2347336472674214,0.5555215961436247,0.5949876675131598,0.5382769710210826,0.5481716298422264,0.6557906846734993,0.3909247965568863,0.6663814988479908,0.27404629558041516,0.6775018220946899,0.4899760527232041,0.032575384486815295,0.06179453766939469,0.08436138072824317,0.20659943842345185,0.5084300742035041,0.003667135332135474,1.5611400025261624e-05,0.6620325911902506,0.4808063547664073,0.47427667323442924,0.6450079814168697,0.3702314116854396,0.6265646290540976,0.6403260131617138,-0.0009840433894534595,0.6426148737995074,0.5969157407986216,0.24826770626753614,0.33509718510911735,0.5081088771091445,0.35586675828293723,0.3748585018453917,1
EWJ,0.694594023199012,-0.00018784715341402247,0.16823392355805078,0.040029265066217734,0.014581760372644914,0.14341392124166663,0.0005717370884797957,0.29894627316520195,0.019956129762176422,0.28024278765522903,0.3398229130092796,0.14129572059709472,0.15204669823342754,0.005965735982405018,0.15418769380703046,0.33735577487992185,0.736496518956905,0.03159997840887541,0.18526747714894154,0.2236096388807206,0.4978887625536985,0.3592792500697205,0.42561225915332357,0.41383263968236583,0.33069661363777536,0.21931410990066658,0.3766359963266559,0.4058027928141714,0.3454052832456267,0.5057783281189538,0.40113492897095493,0.5048312369257609,0.10696334572522814,0.33830880237468364,0.31525350820473397,0.6408857900200069,0.12692750474697723,0.04477379071496135,0.08403945902028331,0.1463941627921309,0.3787109900083,0.33661950886947944,0.3728425240583616,0.39637475835802294,0.03737922000332494,0.16114718750201507,0.240056721193033,0.06268940761594577,0.47418956939481827,0.4296828143543072,0.3711058885597396,0.6050470275260703,0.028397221043990117,0.3915593747919437,0.15649223959078518,0.262847877104156,0.45456481914003843,0.3905711911846541,0.3589048019045108,0.3184298239334433,0.34607664929584137,0.5813769455024276,0.22463105005322992,-0.0002671787985939478,0.16650017781936655,0.4719261492150979,0.5205216158672227,0.509336490576026,0.34866294837141865,0.3161974801416414,0.1919255811919811,0.5550929404119003,0.008518194319105943,0.3752223596481864,0.19239643531413275,0.5207624249083762,0.5492118280363405,0.46127465261466283,0.4383678663288204,0.46688813024907183,0.32308235191066714,0.4709426656191087,0.19178194842376872,0.6321211317114774,0.4592995861638871,0.05982952871571334,0.048176749171506494,0.06475113120492881,0.2780670363061545,0.42711696161017143,-0.00027727187155623945,0.00040214690649331697,0.6171868087896338,0.44091887987006806,0.37883910242419827,0.5851195683413195,0.33287912872367353,0.5497159556155757,0.4848324633865967,0.0036633234991599872,0.5588643224858962,0.5371770706867318,0.1124923378847833,0.2769170783408369,0.4241730098839763,0.2908950258263233,0.2567525895431625,1
